# Sundial demo flight log
# Synthetic L1850 two-stage-recovery profile, 50 Hz control loop
# Generated by examples/make_demo_log.py
# Time (s),state,altitude (m),velocity (m/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),pressure (Pa),temperature (C),battery (V),gps_lat (deg),gps_lon (deg),gps_sats,rssi (dBm),mach,pyro_drogue,pyro_main
3.120,PAD,0.010,0.175,0.016,0.140,9.944,-6.86,6.16,2.28,101328.3,21.37,8.3064,32.9402094,-106.9219748,11,-61.3,0.0000,0,0
3.140,PAD,0.077,-0.083,-0.207,-0.233,9.553,-8.50,7.39,-0.33,101328.5,21.58,8.3047,32.9402095,-106.9219761,11,-62.7,0.0000,0,0
3.160,PAD,0.034,-0.164,-0.169,-0.090,9.452,-8.56,9.95,-1.46,101328.6,21.61,8.3063,32.9402106,-106.9219747,11,-61.3,0.0000,0,0
3.180,PAD,-0.113,-0.156,-0.172,0.196,9.985,-4.05,7.64,-1.30,101316.6,21.40,8.2998,32.9402109,-106.9219765,11,-61.3,0.0000,0,0
3.200,PAD,0.067,0.159,0.241,0.110,10.163,-7.20,8.49,1.11,101324.1,21.47,8.3048,32.9402096,-106.9219761,11,-62.4,0.0000,0,0
3.220,PAD,0.091,0.062,0.216,0.051,9.951,-3.68,8.83,0.43,101333.2,21.63,8.2990,32.9402099,-106.9219763,11,-62.2,0.0000,0,0
3.240,PAD,-0.090,-0.009,0.173,0.216,9.830,-3.71,5.85,0.33,101320.1,21.47,8.3020,32.9402092,-106.9219754,11,-61.1,0.0000,0,0
3.260,PAD,-0.024,-0.047,0.054,0.189,10.120,-7.53,8.28,-2.15,101331.7,21.53,8.3039,32.9402104,-106.9219746,11,-60.6,0.0000,0,0
3.280,PAD,-0.114,0.087,-0.133,0.225,9.881,-7.28,9.58,1.08,101331.7,21.47,8.3033,32.9402105,-106.9219748,11,-62.3,0.0000,0,0
3.300,PAD,-0.026,-0.158,-0.009,-0.010,9.938,-2.56,7.52,2.98,101327.3,21.46,8.3051,32.9402100,-106.9219752,11,-62.1,0.0000,0,0
3.320,PAD,0.110,-0.089,-0.077,-0.101,9.951,-4.66,9.89,1.89,101335.4,21.40,8.3049,32.9402103,-106.9219762,11,-61.3,0.0000,0,0
3.340,PAD,-0.045,0.189,-0.213,0.171,9.440,-4.45,6.85,-0.37,101322.7,21.52,8.2975,32.9402109,-106.9219744,11,-63.3,0.0000,0,0
3.360,PAD,0.057,-0.140,-0.028,-0.092,10.083,-2.44,10.46,-0.81,101322.8,21.43,8.3069,32.9402097,-106.9219753,11,-60.8,0.0000,0,0
3.380,PAD,-0.064,-0.142,-0.111,-0.133,9.709,-4.88,8.82,0.56,101331.7,21.53,8.2990,32.9402098,-106.9219746,11,-63.2,0.0000,0,0
3.400,PAD,0.011,0.147,-0.061,0.061,9.429,-3.03,9.61,0.15,101332.5,21.37,8.3077,32.9402101,-106.9219760,11,-61.7,0.0000,0,0
3.420,PAD,0.069,0.109,-0.009,0.063,9.636,-2.90,8.31,2.21,101325.8,21.57,8.3025,32.9402107,-106.9219761,11,-62.9,0.0000,0,0
3.440,PAD,0.088,0.099,-0.104,-0.103,9.560,-3.47,9.56,2.99,101331.7,21.45,8.3044,32.9402108,-106.9219743,11,-62.4,0.0000,0,0
3.460,PAD,0.102,-0.037,0.197,0.215,9.623,-4.93,10.09,-0.78,101333.1,21.61,8.2985,32.9402102,-106.9219744,11,-62.0,0.0000,0,0
3.480,PAD,-0.074,-0.089,-0.227,-0.198,10.110,-1.99,7.40,2.91,101315.4,21.43,8.3059,32.9402090,-106.9219748,11,-60.6,0.0000,0,0
3.500,PAD,0.076,0.116,0.103,-0.015,9.969,-0.57,6.49,2.55,101330.8,21.42,8.2980,32.9402097,-106.9219749,11,-63.2,0.0000,0,0
3.520,PAD,0.075,-0.053,0.182,0.087,9.539,-0.58,8.02,-0.63,101326.0,21.49,8.3068,32.9402108,-106.9219759,11,-61.0,0.0000,0,0
3.540,PAD,0.112,0.061,-0.045,-0.124,9.727,-3.09,9.02,1.31,101314.7,21.57,8.3053,32.9402092,-106.9219756,11,-60.5,0.0000,0,0
3.560,PAD,0.085,-0.061,-0.160,-0.200,10.161,-1.15,7.69,2.53,101335.0,21.58,8.3010,32.9402110,-106.9219755,11,-63.4,0.0000,0,0
3.580,PAD,0.043,-0.214,-0.025,0.031,10.182,-2.82,7.08,2.39,101330.4,21.37,8.2985,32.9402106,-106.9219749,11,-62.6,0.0000,0,0
3.600,PAD,-0.065,-0.227,0.176,-0.072,9.665,-1.20,7.42,-1.21,101315.2,21.63,8.3011,32.9402108,-106.9219754,11,-60.9,0.0000,0,0
3.620,PAD,-0.079,-0.059,0.007,-0.072,9.930,0.14,4.32,0.06,101321.0,21.47,8.3055,32.9402102,-106.9219745,11,-63.4,0.0000,0,0
3.640,PAD,0.113,-0.185,-0.035,-0.118,9.516,1.19,6.74,-2.56,101330.8,21.46,8.2980,32.9402103,-106.9219748,11,-61.2,0.0000,0,0
3.660,PAD,0.125,-0.055,0.188,0.100,9.888,-2.31,7.58,-2.77,101322.5,21.50,8.3052,32.9402098,-106.9219749,11,-62.8,0.0000,0,0
3.680,PAD,-0.105,-0.109,0.083,-0.167,9.751,-2.15,4.44,-1.65,101333.8,21.38,8.2987,32.9402101,-106.9219743,11,-61.1,0.0000,0,0
3.700,PAD,0.028,-0.114,-0.248,-0.157,9.822,1.69,6.80,1.49,101330.5,21.56,8.3028,32.9402096,-106.9219748,11,-62.4,0.0000,0,0
3.720,PAD,-0.118,0.063,-0.108,0.157,9.857,-0.65,3.95,-1.81,101326.2,21.61,8.2980,32.9402090,-106.9219757,11,-62.7,0.0000,0,0
3.740,PAD,0.122,0.122,0.075,0.043,9.544,-1.79,7.76,1.99,101322.5,21.46,8.3072,32.9402101,-106.9219753,11,-62.7,0.0000,0,0
3.760,PAD,0.010,0.001,-0.152,-0.077,9.577,0.42,6.38,-0.97,101329.2,21.64,8.3066,32.9402098,-106.9219748,11,-61.9,0.0000,0,0
3.780,PAD,-0.057,0.094,-0.194,-0.222,9.978,2.42,6.43,-0.93,101316.7,21.37,8.2992,32.9402109,-106.9219745,11,-61.8,0.0000,0,0
3.800,PAD,-0.103,0.121,-0.187,0.223,9.488,0.52,4.25,-0.09,101333.7,21.52,8.3063,32.9402100,-106.9219753,11,-61.0,0.0000,0,0
3.820,PAD,0.074,-0.119,-0.131,-0.010,9.721,3.93,2.86,0.26,101335.3,21.45,8.2980,32.9402105,-106.9219743,11,-62.7,0.0000,0,0
3.840,PAD,0.124,-0.145,0.202,0.171,10.083,3.49,5.35,0.35,101321.2,21.52,8.3003,32.9402109,-106.9219756,11,-61.7,0.0000,0,0
3.860,PAD,-0.121,0.085,0.150,-0.002,9.728,1.54,5.47,2.53,101324.3,21.37,8.3014,32.9402092,-106.9219739,11,-62.0,0.0000,0,0
3.880,PAD,0.055,0.208,-0.066,0.244,9.927,4.62,2.00,0.06,101332.8,21.61,8.3050,32.9402098,-106.9219743,11,-60.4,0.0000,0,0
3.900,PAD,0.063,0.068,0.032,0.228,9.890,0.41,2.46,-1.35,101331.0,21.55,8.2961,32.9402095,-106.9219751,11,-61.7,0.0000,0,0
3.920,PAD,-0.039,0.113,-0.212,0.125,9.510,4.24,2.06,1.41,101329.5,21.45,8.3022,32.9402093,-106.9219741,11,-60.3,0.0000,0,0
3.940,PAD,0.104,-0.079,-0.030,0.099,9.842,2.26,5.23,1.36,101328.4,21.37,8.3056,32.9402109,-106.9219753,11,-63.0,0.0000,0,0
3.960,PAD,0.029,0.224,-0.226,-0.105,9.467,1.95,3.19,2.49,101332.7,21.64,8.3014,32.9402090,-106.9219738,11,-60.3,0.0000,0,0
3.980,PAD,0.112,0.141,0.069,0.024,9.876,3.89,3.85,0.61,101317.2,21.48,8.2972,32.9402096,-106.9219735,11,-62.1,0.0000,0,0
4.000,PAD,-0.048,0.093,-0.174,-0.217,9.727,5.03,0.12,-1.09,101321.5,21.44,8.3016,32.9402096,-106.9219742,11,-62.2,0.0000,0,0
4.020,PAD,-0.108,-0.226,-0.020,0.226,9.852,4.23,3.22,-0.07,101331.7,21.58,8.3025,32.9402097,-106.9219750,11,-61.4,0.0000,0,0
4.040,PAD,0.079,0.068,0.151,0.093,9.417,6.44,1.58,-2.02,101332.9,21.42,8.2985,32.9402109,-106.9219750,11,-63.3,0.0000,0,0
4.060,PAD,0.118,-0.196,-0.237,-0.001,10.032,3.29,-0.10,2.79,101317.2,21.48,8.3024,32.9402094,-106.9219743,11,-61.2,0.0000,0,0
4.080,PAD,0.095,0.243,-0.168,-0.093,9.466,5.51,2.07,0.07,101317.5,21.47,8.2998,32.9402099,-106.9219737,11,-61.4,0.0000,0,0
4.100,PAD,-0.109,0.230,0.098,-0.077,9.988,5.06,0.38,1.04,101314.4,21.48,8.2993,32.9402092,-106.9219748,11,-60.5,0.0000,0,0
4.120,PAD,0.121,0.097,0.018,0.244,9.996,5.38,0.05,-0.61,101318.8,21.51,8.3054,32.9402100,-106.9219748,11,-62.3,0.0000,0,0
4.140,PAD,0.028,0.150,-0.045,-0.218,9.978,3.80,1.96,1.77,101333.2,21.43,8.2989,32.9402099,-106.9219741,11,-63.1,0.0000,0,0
4.160,PAD,-0.070,-0.096,0.039,-0.044,9.610,7.72,-1.93,0.33,101331.3,21.52,8.3013,32.9402108,-106.9219741,11,-63.4,0.0000,0,0
4.180,PAD,-0.018,-0.072,-0.161,-0.145,9.796,4.69,-2.19,1.81,101330.6,21.58,8.3048,32.9402101,-106.9219741,11,-62.6,0.0000,0,0
4.200,PAD,0.095,0.034,0.027,-0.116,9.974,4.02,0.29,1.20,101331.2,21.37,8.2993,32.9402106,-106.9219740,11,-61.7,0.0000,0,0
4.220,PAD,-0.042,-0.178,-0.187,-0.166,10.198,8.19,-1.97,-1.16,101326.9,21.58,8.2997,32.9402108,-106.9219749,11,-60.7,0.0000,0,0
4.240,PAD,0.072,0.118,0.048,0.127,10.202,5.01,-3.45,2.43,101332.8,21.40,8.2981,32.9402099,-106.9219746,11,-60.3,0.0000,0,0
4.260,PAD,0.099,0.011,-0.006,0.016,9.493,7.61,-3.82,1.59,101325.6,21.60,8.3058,32.9402110,-106.9219735,11,-61.2,0.0000,0,0
4.280,PAD,-0.052,-0.168,-0.176,0.007,9.461,7.18,-1.99,-2.39,101334.6,21.37,8.2984,32.9402100,-106.9219748,11,-62.2,0.0000,0,0
4.300,PAD,-0.050,0.212,-0.160,-0.201,9.784,5.72,-2.79,2.22,101322.9,21.56,8.3065,32.9402108,-106.9219736,11,-63.6,0.0000,0,0
4.320,PAD,-0.022,0.083,0.110,-0.012,9.417,7.81,-5.11,-1.67,101333.9,21.53,8.3024,32.9402093,-106.9219746,11,-63.0,0.0000,0,0
4.340,PAD,0.034,-0.042,0.036,0.140,9.717,6.16,-2.08,2.14,101317.3,21.38,8.2970,32.9402104,-106.9219744,11,-63.0,0.0000,0,0
4.360,PAD,-0.011,-0.055,-0.049,-0.225,9.551,8.79,-2.44,2.92,101328.6,21.44,8.3053,32.9402094,-106.9219736,11,-60.4,0.0000,0,0
4.380,PAD,-0.088,-0.090,0.239,0.198,10.201,8.99,-1.62,0.49,101315.9,21.65,8.3006,32.9402101,-106.9219735,11,-62.1,0.0000,0,0
4.400,PAD,-0.108,0.137,-0.132,-0.023,9.993,8.86,-2.39,1.87,101328.2,21.57,8.3020,32.9402101,-106.9219736,11,-63.0,0.0000,0,0
4.420,PAD,-0.069,-0.063,-0.211,0.205,9.808,5.45,-2.10,2.50,101330.4,21.57,8.3028,32.9402096,-106.9219731,11,-60.5,0.0000,0,0
4.440,PAD,0.031,-0.079,0.002,0.169,10.206,5.41,-5.11,0.57,101319.6,21.64,8.2952,32.9402092,-106.9219735,11,-60.6,0.0000,0,0
4.460,PAD,0.047,0.223,0.143,0.114,9.882,6.88,-6.21,2.96,101329.7,21.54,8.3031,32.9402093,-106.9219746,11,-62.7,0.0000,0,0
4.480,PAD,-0.074,0.117,0.088,0.185,10.102,9.38,-4.50,-1.25,101322.3,21.58,8.2995,32.9402102,-106.9219743,11,-63.7,0.0000,0,0
4.500,PAD,0.074,0.154,-0.177,0.069,9.572,7.07,-4.87,-2.90,101324.2,21.37,8.3018,32.9402103,-106.9219731,11,-62.0,0.0000,0,0
4.520,PAD,0.037,0.011,-0.198,-0.195,9.638,8.89,-3.69,2.85,101332.9,21.50,8.3030,32.9402090,-106.9219744,11,-63.2,0.0000,0,0
4.540,PAD,0.031,-0.058,0.211,-0.203,9.873,8.89,-3.44,-1.45,101334.2,21.45,8.2956,32.9402093,-106.9219741,11,-63.2,0.0000,0,0
4.560,PAD,-0.081,0.151,0.156,0.250,10.187,10.02,-5.55,1.97,101314.3,21.60,8.3062,32.9402103,-106.9219740,11,-62.9,0.0000,0,0
4.580,PAD,0.019,0.122,-0.010,-0.182,10.158,9.29,-6.39,2.82,101324.1,21.50,8.3063,32.9402107,-106.9219745,11,-60.9,0.0000,0,0
4.600,PAD,0.030,-0.196,0.010,0.051,9.710,7.93,-5.98,0.63,101328.8,21.63,8.2949,32.9402104,-106.9219736,11,-61.7,0.0000,0,0
4.620,PAD,-0.107,0.001,0.214,0.111,9.433,10.35,-5.25,-1.82,101322.5,21.42,8.2982,32.9402106,-106.9219738,11,-62.3,0.0000,0,0
4.640,PAD,-0.049,-0.215,0.196,-0.148,9.498,6.84,-6.90,2.00,101330.2,21.56,8.3058,32.9402100,-106.9219726,11,-63.7,0.0000,0,0
4.660,PAD,0.057,-0.094,-0.142,-0.005,9.846,6.62,-5.89,1.52,101329.4,21.38,8.2958,32.9402099,-106.9219732,11,-62.7,0.0000,0,0
4.680,PAD,0.064,0.248,0.123,-0.006,10.081,5.79,-5.67,0.49,101321.1,21.56,8.3028,32.9402095,-106.9219730,11,-62.2,0.0000,0,0
4.700,PAD,0.010,-0.220,-0.016,-0.183,9.865,6.47,-7.97,-1.55,101326.4,21.47,8.3004,32.9402108,-106.9219732,11,-61.6,0.0000,0,0
4.720,PAD,0.087,-0.035,0.051,-0.102,9.489,5.81,-7.52,-0.68,101334.1,21.54,8.3003,32.9402105,-106.9219742,11,-60.6,0.0000,0,0
4.740,PAD,0.039,0.120,-0.180,0.218,10.178,7.58,-7.39,-2.67,101324.4,21.64,8.3000,32.9402108,-106.9219726,11,-62.9,0.0000,0,0
4.760,PAD,0.011,0.065,0.186,0.137,10.184,9.52,-5.52,1.86,101329.2,21.44,8.3033,32.9402103,-106.9219725,11,-63.2,0.0000,0,0
4.780,PAD,-0.028,-0.008,-0.127,0.090,9.993,6.66,-5.36,-0.32,101332.3,21.51,8.2976,32.9402097,-106.9219731,11,-62.8,0.0000,0,0
4.800,PAD,-0.003,0.139,-0.189,0.133,9.776,6.25,-8.15,-2.29,101330.2,21.43,8.2997,32.9402097,-106.9219732,11,-60.3,0.0000,0,0
4.820,PAD,0.016,-0.095,0.041,0.007,9.432,5.14,-8.10,0.27,101327.7,21.55,8.2996,32.9402107,-106.9219725,11,-60.4,0.0000,0,0
4.840,PAD,0.101,-0.023,0.006,0.120,10.202,9.27,-8.57,-2.78,101330.6,21.38,8.2984,32.9402093,-106.9219727,11,-61.2,0.0000,0,0
4.860,PAD,0.028,0.099,-0.118,-0.068,9.457,8.78,-10.26,1.01,101321.7,21.39,8.3058,32.9402103,-106.9219735,11,-63.2,0.0000,0,0
4.880,PAD,0.087,0.227,-0.077,-0.011,9.779,6.36,-5.56,-0.38,101325.5,21.49,8.2938,32.9402102,-106.9219730,11,-61.7,0.0000,0,0
4.900,PAD,-0.041,-0.120,-0.064,0.116,9.425,9.47,-7.95,2.92,101326.5,21.40,8.2962,32.9402094,-106.9219725,11,-62.9,0.0000,0,0
4.920,PAD,-0.049,-0.099,-0.226,-0.130,9.676,5.54,-8.93,1.30,101319.4,21.37,8.3022,32.9402105,-106.9219731,11,-63.3,0.0000,0,0
4.940,PAD,0.039,-0.059,-0.140,0.200,10.145,8.50,-8.06,-2.95,101330.3,21.63,8.2972,32.9402109,-106.9219730,11,-61.7,0.0000,0,0
4.960,PAD,-0.102,0.001,0.096,-0.148,10.034,8.63,-5.64,-2.53,101325.0,21.37,8.3017,32.9402096,-106.9219728,11,-63.4,0.0000,0,0
4.980,PAD,0.090,-0.098,0.192,-0.244,9.544,6.37,-8.06,-0.76,101329.5,21.41,8.3028,32.9402091,-106.9219732,11,-62.0,0.0000,0,0
5.000,BOOST,-0.009,1.462,0.043,0.059,92.055,5.89,-9.83,-1.17,101331.5,21.62,8.3018,32.9402099,-106.9219729,4,-61.1,0.0050,0,0
5.020,BOOST,-0.247,2.166,-0.497,0.800,89.850,5.55,-5.55,-1.41,101330.5,21.45,8.0826,32.9402105,-106.9219732,4,-62.5,0.0099,0,0
5.040,BOOST,0.653,4.698,1.274,-1.176,92.205,4.20,-5.50,0.66,101320.0,21.50,8.0808,32.9402097,-106.9219727,4,-60.6,0.0149,0,0
5.060,BOOST,0.006,5.281,-0.476,1.410,92.694,4.99,-9.73,2.72,101313.0,21.63,8.0815,32.9402105,-106.9219735,4,-63.3,0.0198,0,0
5.080,BOOST,0.627,7.251,0.404,0.770,92.480,7.89,-8.40,0.84,101308.6,21.50,8.0770,32.9402099,-106.9219739,4,-62.3,0.0247,0,0
5.100,BOOST,0.022,9.003,-0.593,1.060,91.132,7.40,-7.64,3.57,101323.1,21.44,8.0805,32.9402100,-106.9219733,4,-62.0,0.0297,0,0
5.120,BOOST,0.522,12.730,0.914,1.558,90.706,5.47,-8.16,4.51,101308.5,21.35,8.0770,32.9402094,-106.9219725,4,-60.8,0.0345,0,0
5.140,BOOST,0.959,12.988,-1.358,-0.516,90.538,4.89,-7.40,7.45,101314.5,21.38,8.0831,32.9402101,-106.9219736,4,-60.6,0.0394,0,0
5.160,BOOST,0.786,15.407,1.210,0.058,91.706,3.12,-6.60,8.55,101310.7,21.56,8.0737,32.9402102,-106.9219734,4,-61.0,0.0443,0,0
5.180,BOOST,2.194,15.427,1.242,-1.347,87.819,5.43,-8.40,8.97,101310.9,21.40,8.0795,32.9402098,-106.9219718,4,-62.1,0.0491,0,0
5.200,BOOST,1.587,17.686,0.140,0.743,89.652,6.87,-9.24,5.70,101306.5,21.54,8.0742,32.9402095,-106.9219736,4,-60.7,0.0539,0,0
5.220,BOOST,1.933,19.163,0.294,-0.518,88.812,4.31,-9.46,11.67,101286.7,21.58,8.0800,32.9402093,-106.9219730,4,-63.7,0.0587,0,0
5.240,BOOST,2.960,19.947,-1.586,1.174,90.847,2.63,-9.38,10.17,101281.7,21.60,8.0821,32.9402095,-106.9219732,4,-62.9,0.0635,0,0
5.260,BOOST,3.844,23.859,1.501,-0.269,88.262,4.52,-4.88,9.43,101294.8,21.60,8.0731,32.9402100,-106.9219736,4,-60.7,0.0683,0,0
5.280,BOOST,3.601,23.314,0.686,0.393,86.780,3.04,-7.23,8.89,101284.1,21.33,8.0799,32.9402108,-106.9219726,4,-60.5,0.0731,0,0
5.300,BOOST,4.989,25.972,0.034,-0.474,86.599,0.99,-8.26,11.60,101282.9,21.51,8.0792,32.9402101,-106.9219722,4,-62.6,0.0778,0,0
5.320,BOOST,4.604,26.328,1.545,-0.179,86.113,0.71,-7.27,13.53,101256.3,21.51,8.0760,32.9402097,-106.9219724,4,-62.9,0.0825,0,0
5.340,BOOST,5.230,28.355,-0.384,-0.018,87.522,4.85,-7.74,14.75,101262.2,21.34,8.0763,32.9402104,-106.9219723,4,-63.5,0.0873,0,0
5.360,BOOST,5.557,30.175,-0.818,0.875,88.275,3.80,-6.93,15.52,101247.7,21.44,8.0772,32.9402111,-106.9219720,4,-63.6,0.0920,0,0
5.380,BOOST,7.205,32.643,0.271,-0.846,88.766,-0.03,-6.02,16.07,101254.3,21.60,8.0762,32.9402110,-106.9219731,4,-63.4,0.0966,0,0
5.400,BOOST,7.674,33.650,0.505,-0.878,88.539,0.74,-7.17,18.12,101240.6,21.58,8.0831,32.9402110,-106.9219723,4,-60.7,0.1013,0,0
5.420,BOOST,7.789,34.980,-1.248,0.853,88.467,-0.23,-6.19,15.36,101221.2,21.51,8.0727,32.9402102,-106.9219714,4,-63.6,0.1060,0,0
5.440,BOOST,8.403,35.845,1.141,-0.238,88.273,3.41,-7.03,17.81,101209.5,21.53,8.0805,32.9402106,-106.9219726,4,-61.6,0.1106,0,0
5.460,BOOST,10.239,39.289,-0.600,1.529,84.269,-0.11,-2.21,20.86,101215.4,21.56,8.0818,32.9402102,-106.9219725,4,-62.0,0.1152,0,0
5.480,BOOST,9.971,39.130,-0.436,0.428,85.585,-1.55,-6.13,19.15,101203.7,21.43,8.0804,32.9402108,-106.9219720,4,-60.9,0.1198,0,0
5.500,BOOST,11.460,41.312,-1.004,-0.570,84.644,0.50,-3.03,20.78,101191.1,21.30,8.0782,32.9402107,-106.9219717,4,-63.7,0.1244,0,0
5.520,BOOST,12.087,41.675,-1.159,-1.443,85.452,-1.71,-3.87,21.62,101189.6,21.34,8.0799,32.9402115,-106.9219723,4,-62.0,0.1290,0,0
5.540,BOOST,13.178,45.294,0.280,1.327,84.400,-0.87,-5.87,21.07,101180.0,21.52,8.0757,32.9402122,-106.9219730,4,-60.6,0.1335,0,0
5.560,BOOST,14.187,46.614,-1.740,1.174,86.027,-1.61,-0.95,25.10,101159.8,21.52,8.0740,32.9402115,-106.9219729,4,-60.8,0.1381,0,0
5.580,BOOST,14.372,46.763,-1.473,-0.607,85.848,-2.82,-3.14,25.63,101141.3,21.34,8.0755,32.9402123,-106.9219720,4,-62.9,0.1426,0,0
5.600,BOOST,16.006,49.089,-0.292,-0.817,83.420,1.20,-4.25,25.89,101126.9,21.32,8.0834,32.9402118,-106.9219712,4,-60.6,0.1471,0,0
5.620,BOOST,17.090,49.108,0.517,-1.650,83.607,0.05,-0.12,23.32,101120.8,21.53,8.0795,32.9402123,-106.9219727,4,-60.8,0.1516,0,0
5.640,BOOST,18.103,51.456,0.490,-1.329,84.177,0.52,-2.39,26.62,101120.7,21.33,8.0789,32.9402123,-106.9219718,4,-62.5,0.1561,0,0
5.660,BOOST,18.598,52.656,-1.356,-1.238,81.763,-0.37,0.33,29.25,101104.9,21.44,8.0770,32.9402118,-106.9219730,4,-62.9,0.1606,0,0
5.680,BOOST,20.006,53.507,-0.050,1.650,83.208,-2.37,0.30,29.63,101081.4,21.50,8.0777,32.9402119,-106.9219714,4,-60.6,0.1650,0,0
5.700,BOOST,21.157,54.609,0.865,-1.742,81.517,-0.92,-0.77,27.21,101069.9,21.48,8.0726,32.9402122,-106.9219721,4,-60.8,0.1694,0,0
5.720,BOOST,22.572,56.480,0.605,-1.702,81.786,-0.45,0.19,26.38,101049.0,21.32,8.0759,32.9402124,-106.9219715,4,-62.1,0.1739,0,0
5.740,BOOST,22.884,57.971,-0.292,-1.102,83.474,-3.57,-1.96,28.84,101048.5,21.32,8.0829,32.9402129,-106.9219714,4,-61.3,0.1783,0,0
5.760,BOOST,25.145,61.344,-1.335,-0.136,82.754,-4.72,-0.75,28.43,101035.0,21.23,8.0821,32.9402116,-106.9219724,4,-61.2,0.1826,0,0
5.780,BOOST,26.406,62.095,-0.198,0.341,83.361,-4.75,-2.29,29.43,101012.9,21.31,8.0735,32.9402126,-106.9219721,4,-62.8,0.1870,0,0
5.800,BOOST,26.423,62.558,-1.744,-0.127,81.394,-2.14,-0.58,33.41,100990.1,21.43,8.0739,32.9402120,-106.9219719,4,-60.9,0.1914,0,0
5.820,BOOST,28.035,63.541,0.661,-1.458,81.424,-5.46,2.15,32.45,100988.0,21.40,8.0824,32.9402132,-106.9219720,4,-63.7,0.1957,0,0
5.840,BOOST,29.774,65.635,-0.776,0.101,79.383,-1.92,0.29,31.48,100977.0,21.38,8.0752,32.9402134,-106.9219716,4,-63.2,0.2000,0,0
5.860,BOOST,31.158,67.142,1.119,0.036,81.879,-6.45,0.96,33.96,100953.6,21.33,8.0821,32.9402125,-106.9219720,4,-62.3,0.2043,0,0
5.880,BOOST,32.407,68.217,0.962,-0.876,80.856,-4.66,3.12,35.66,100943.9,21.33,8.0821,32.9402142,-106.9219715,4,-63.6,0.2086,0,0
5.900,BOOST,33.814,70.745,1.069,1.060,80.142,-3.55,0.12,34.21,100920.8,21.15,8.0719,32.9402131,-106.9219709,4,-63.0,0.2129,0,0
5.920,BOOST,35.672,73.028,-0.491,1.372,81.586,-7.15,1.37,36.21,100901.8,21.36,8.0776,32.9402129,-106.9219708,4,-64.0,0.2172,0,0
5.940,BOOST,36.111,73.765,-0.649,1.374,80.582,-2.87,2.59,37.46,100894.5,21.32,8.0815,32.9402140,-106.9219716,4,-62.7,0.2214,0,0
5.960,BOOST,38.426,73.617,1.528,-0.038,80.151,-6.08,2.47,36.36,100858.8,21.18,8.0793,32.9402134,-106.9219709,4,-61.5,0.2256,0,0
5.980,BOOST,39.741,75.862,-1.259,-0.345,79.885,-7.77,3.45,39.46,100838.0,21.24,8.0772,32.9402140,-106.9219709,4,-64.1,0.2299,0,0
6.000,BOOST,41.720,78.108,-0.976,1.170,79.448,-3.29,2.61,39.44,100825.1,21.22,8.0779,32.9402149,-106.9219718,4,-62.8,0.2340,0,0
6.020,BOOST,43.531,78.896,0.778,0.772,78.699,-5.09,1.08,42.77,100804.2,21.11,8.0828,32.9402147,-106.9219724,4,-60.8,0.2382,0,0
6.040,BOOST,44.425,79.434,-1.247,-0.260,80.381,-5.18,2.19,40.34,100786.6,21.15,8.0785,32.9402154,-106.9219717,4,-62.9,0.2424,0,0
6.060,BOOST,46.790,81.530,0.278,-0.688,79.137,-7.49,4.83,42.53,100780.7,21.26,8.0770,32.9402150,-106.9219711,4,-61.8,0.2465,0,0
6.080,BOOST,47.338,83.250,-0.233,-1.069,77.567,-4.92,3.83,45.61,100760.9,21.16,8.0729,32.9402157,-106.9219717,4,-62.9,0.2507,0,0
6.100,BOOST,49.301,83.575,1.245,1.329,79.392,-7.73,2.98,44.38,100729.1,21.09,8.0803,32.9402155,-106.9219719,4,-64.1,0.2548,0,0
6.120,BOOST,50.989,84.798,1.034,0.638,77.128,-5.90,3.11,43.06,100701.6,21.26,8.0719,32.9402149,-106.9219713,4,-63.5,0.2589,0,0
6.140,BOOST,52.696,85.404,1.689,0.795,78.108,-5.72,5.54,46.95,100692.0,21.16,8.0790,32.9402160,-106.9219718,4,-61.6,0.2630,0,0
6.160,BOOST,55.011,87.957,0.896,0.905,78.519,-9.30,6.20,46.97,100667.3,21.08,8.0714,32.9402150,-106.9219719,4,-63.8,0.2671,0,0
6.180,BOOST,56.632,90.679,-1.400,0.858,75.660,-6.56,6.19,44.67,100651.5,21.17,8.0739,32.9402164,-106.9219709,4,-63.8,0.2711,0,0
6.200,BOOST,57.567,91.426,1.188,1.409,75.073,-7.23,5.04,49.74,100623.1,21.14,8.0784,32.9402153,-106.9219721,4,-63.7,0.2752,0,0
6.220,BOOST,60.059,92.868,-0.118,1.291,75.127,-6.70,7.82,47.61,100606.6,21.06,8.0794,32.9402166,-106.9219720,4,-60.9,0.2792,0,0
6.240,BOOST,62.058,92.409,1.326,1.212,74.455,-7.85,7.95,49.89,100590.8,21.21,8.0760,32.9402165,-106.9219714,4,-64.0,0.2832,0,0
6.260,BOOST,64.339,94.859,-0.757,-1.483,75.228,-6.47,8.20,48.16,100569.2,21.22,8.0720,32.9402168,-106.9219717,4,-62.4,0.2872,0,0
6.280,BOOST,66.136,95.804,0.377,1.328,74.542,-6.20,6.58,50.97,100533.2,21.12,8.0752,32.9402165,-106.9219719,4,-62.3,0.2912,0,0
